Skill,Count,Percentage,Definition,Evidence,Math Example
Conceptual Understanding of Quantum Mechanics,1,0.07057163020465773,Applying the theoretical principles of quantum mechanics to interpret mathematical results.,"- Understanding degenerate eigenvalues: ""The degenerate eigenvalue is $\sqrt{2}$, and its degeneracy is 2.""
- Knowledge of quantum measurement: ""The probability of obtaining an eigenvalue is given by $|\langle v' | \psi \rangle|^2$""
- Understanding projection operators for degenerate subspaces: ""The projection operator onto the degenerate subspace is $P_{\sqrt{2}} = |v_{\sqrt{2},1}'\rangle\langle v_{\sqrt{2},1}'| + |v_{\sqrt{2},2}'\rangle\langle v_{\sqrt{2},2}'|$.""","The state $|\psi (t)>$ of a system at time t is given by the column matrix having elements (1/6, 0, 4/6). An operator P corresponding to an observable of the system is represented by the square matrix..."
Symbolic Substitution,1,0.07057163020465773,Replacing complex expressions with simpler symbols to manage cognitive load.,"The solver uses D₁ and D₂ to represent the determinants:
> ""D₁ = |...|""
> ""D₂ = |...|""","Let $|M|$ denote the determinant of a square matrix $M$. Let $g:\left[0, \frac{\pi}{2}\right] \rightarrow \mathbb{R}$ be the function defined by"
Strategic Testing with Special Cases,1,0.07057163020465773,Evaluating expressions at specific values to gain insights or verify approaches.,"> ""Let's consider specific values of θ. If θ = π/4, then θ - π/4 = 0 and θ + π/4 = π/2.""
> ""sin(0) = 0, cos(0) = 1, sin(π/2) = 1, cos(π/2) = 0.""","Let $|M|$ denote the determinant of a square matrix $M$. Let $g:\left[0, \frac{\pi}{2}\right] \rightarrow \mathbb{R}$ be the function defined by"
Pattern Recognition and Simplification,1,0.07057163020465773,Identifying mathematical patterns and using them to simplify expressions.,"> ""We have sin π = 0, cos π/2 = 0, tan π = 0.""
> ""D₁ = 2 + 2 sin² θ = 2(1 + sin² θ)""","Let $|M|$ denote the determinant of a square matrix $M$. Let $g:\left[0, \frac{\pi}{2}\right] \rightarrow \mathbb{R}$ be the function defined by"
Strategic Determinant Evaluation,1,0.07057163020465773,Selecting appropriate techniques for evaluating determinants based on their structure.,"> ""Expanding the determinant along the first row: D₁ = 1 · |...| - sin θ · |...| + 1 · |...|""
> ""The second determinant has many zeros. Let's use the property that if a row or column has many zeros, expansion along that row/column simplifies things.""","Let $|M|$ denote the determinant of a square matrix $M$. Let $g:\left[0, \frac{\pi}{2}\right] \rightarrow \mathbb{R}$ be the function defined by"
Algebraic Manipulation and Rearrangement,1,0.07057163020465773,The ability to algebraic manipulation and rearrangement in mathematical problem-solving.,No evidence provided.,Let  $\rho:G\to GL(V)$  be a representation of a finite  $p$ -group  $G$  over a field of characteristic  $p$ . Prove that if the restriction of the linear map  $\sum_{g\in G} \rho(g)$  to a finite di...
Assumption,1,0.07057163020465773,The ability to assumption in mathematical problem-solving.,No evidence provided.,Let  $\rho:G\to GL(V)$  be a representation of a finite  $p$ -group  $G$  over a field of characteristic  $p$ . Prove that if the restriction of the linear map  $\sum_{g\in G} \rho(g)$  to a finite di...
Strategic Operator Application,1,0.07057163020465773,The ability to strategic operator application in mathematical problem-solving.,No evidence provided.,Let  $\rho:G\to GL(V)$  be a representation of a finite  $p$ -group  $G$  over a field of characteristic  $p$ . Prove that if the restriction of the linear map  $\sum_{g\in G} \rho(g)$  to a finite di...
Reformulation and Problem Translation,1,0.07057163020465773,The ability to reformulation and problem translation in mathematical problem-solving.,No evidence provided.,Let  $\rho:G\to GL(V)$  be a representation of a finite  $p$ -group  $G$  over a field of characteristic  $p$ . Prove that if the restriction of the linear map  $\sum_{g\in G} \rho(g)$  to a finite di...
Complex Calculation Management,1,0.07057163020465773,Maintaining accuracy through multi-step calculations involving complex numbers and matrices.,"- Correctly manipulating complex numbers: ""$-i/\sqrt{2}y + 1/\sqrt{2}z = 0 \

Identified Skills:","The state $|\psi (t)>$ of a system at time t is given by the column matrix having elements (1/6, 0, 4/6). An operator P corresponding to an observable of the system is represented by the square matrix..."
Equation Manipulation,1,0.07057163020465773,The ability to manipulate mathematical equations to isolate variables or express relationships in different forms.,"- ""Using Newton's second law, $F_{net} = ma$, where $a$ is the acceleration. So, $ma = F_{app} - \mu_k mg$. $a = \frac{F_{app}}{m} - \mu_k g$.""
- ""From equation 2: $x = v_0 t + \frac{1}{2}at^2$, $2x = 2v_0 t + at^2$, $at^2 = 2x - 2v_0 t$, $a = \frac{2x - 2v_0 t}{t^2} = \frac{2x}{t^2} - \frac{2v_0}{t}$""","b. Let the box start at $x=0$, and let $t=0$ be the time the box first starts moving. Find the acceleration of the box in terms of $x, t, v_{0}, s$, and the other parameters, while the box is moving."
Contextual Interpretation,1,0.07057163020465773,"The ability to understand a problem within its broader context, making inferences about missing information.","- ""Let's first understand the context of the problem. This is related to a previous part, which we unfortunately don't have.""
- ""Without the context of part 'a', we need to make some reasonable assumptions.""
- ""The parameters provided are $x$ (position), $t$ (time), $v_0$ (initial velocity...), $s$ (likely related to some distance or parameter from the previous part)...""","b. Let the box start at $x=0$, and let $t=0$ be the time the box first starts moving. Find the acceleration of the box in terms of $x, t, v_{0}, s$, and the other parameters, while the box is moving."
Identified Skills,1,0.07057163020465773,The ability to identified skills in mathematical problem-solving.,No evidence provided.,"2.1. The change of the parcel temperature $T_{\text {parcel }}$ with altitude is defined by $\frac{d T_{\text {parcel }}}{d z}=-G$. Derive the expression of $G\left(T, T_{\text {parcel }}\right)$."
Property Exploration and Constraint Analysis,1,0.07057163020465773,The ability to property exploration and constraint analysis in mathematical problem-solving.,No evidence provided.,"Let  $A=\{1,2,\ldots,2012\}, \: B=\{1,2,\ldots,19\}$  and  $S$  be the set of all subsets of  $A.$  Find the number of functions  $f : S\to B$  satisfying  $f(A_1\cap A_2)=\min\{f(A_1),f(A_2)\}$  for ..."
Pattern Recognition in Sequences,1,0.07057163020465773,The ability to pattern recognition in sequences in mathematical problem-solving.,No evidence provided.,"In hyperdrive, Spaceship-0 is relativistically moving at the velocity $\frac{1}{3} c$ with respect to reference frame $R_{1}$, as measured by Spaceship-1. Spaceship-1 is moving at $\frac{1}{2} c$ with..."
Strategic Planning and Pathway Identification,1,0.07057163020465773,The ability to strategic planning and pathway identification in mathematical problem-solving.,No evidence provided.,"In hyperdrive, Spaceship-0 is relativistically moving at the velocity $\frac{1}{3} c$ with respect to reference frame $R_{1}$, as measured by Spaceship-1. Spaceship-1 is moving at $\frac{1}{2} c$ with..."
Conceptual Analysis and Clarification,1,0.07057163020465773,The ability to conceptual analysis and clarification in mathematical problem-solving.,No evidence provided.,"In hyperdrive, Spaceship-0 is relativistically moving at the velocity $\frac{1}{3} c$ with respect to reference frame $R_{1}$, as measured by Spaceship-1. Spaceship-1 is moving at $\frac{1}{2} c$ with..."
Modular Arithmetic Reasoning,1,0.07057163020465773,The ability to modular arithmetic reasoning in mathematical problem-solving.,No evidence provided.,"Adults made up $\frac5{12}$ of the crowd of people at a concert. After a bus carrying $50$ more people arrived, adults made up $\frac{11}{25}$ of the people at the concert. Find the minimum number of ..."
Variable Definition and Problem Representation,1,0.07057163020465773,The ability to variable definition and problem representation in mathematical problem-solving.,No evidence provided.,"Adults made up $\frac5{12}$ of the crowd of people at a concert. After a bus carrying $50$ more people arrived, adults made up $\frac{11}{25}$ of the people at the concert. Find the minimum number of ..."
Numerical Exploration and Pattern Recognition,1,0.07057163020465773,Testing specific values to identify patterns and gain insights about the general solution.,"- ""Try some values of $n$. If $n=1$: $\frac{27}{1} = 27$...""
- ""Let's check small values of $n$. $h(1) = \left( \frac{27}{1} \right)^1 = 27$, $h(2) = \left( \frac{27}{2} \right)^2 = \frac{729}{4} = 182.25$...""
- ""We need $h(n) = 16700$. $h(7) = \left( \frac{27}{7} \right)^7 \approx (3.857)^7 \approx 12800$. $h(8) = \left( \frac{27}{8} \right)^8 = (3.375)^8 \approx 15200$...""",Determine all  $n$  for which the system with of equations can be solved in  $\mathbb{R}$ :
Function Analysis and Behavior Modeling,1,0.07057163020465773,Creating and analyzing mathematical functions to understand how quantities change and relate to each other.,"- ""Let $f(n) = \frac{27}{n}$ and $g(n) = \left( \frac{3}{2} \right)^{24/n}$. We need $f(n) \ge g(n)$.""
- ""Consider the function $h(n) = \left( \frac{27}{n} \right)^n$. We want to find $n$ such that $h(n) = \left( \frac{3}{2} \right)^{24}$.""
- ""Let's analyze the behavior of $h(n)$. $\frac{h(n+1)}{h(n)} = ...$""
- ""The function $h(n)$ increases up to $n=9$ or $n=10$, then decreases.""
- ""Consider the function $F(n) = \frac{27}{n} - \left( \frac{3}{2} \right)^{24/n}$. We need $F(n) \ge 0$.""",Determine all  $n$  for which the system with of equations can be solved in  $\mathbb{R}$ :
Application of Mathematical Theorems,1,0.07057163020465773,Identifying and correctly applying relevant mathematical principles to transform the problem.,"- ""By AM-GM inequality, for positive numbers $x_1, \ldots, x_n$, we have: $\frac{x_1 + x_2 + \cdots + x_n}{n} \ge \sqrt[n]{x_1 x_2 \cdots x_n}$""
- ""Consider the case of equality in AM-GM, which occurs when $x_1 = x_2 = \cdots = x_n$.""",Determine all  $n$  for which the system with of equations can be solved in  $\mathbb{R}$ :
Mathematical Induction Thinking,1,0.07057163020465773,The ability to mathematical induction thinking in mathematical problem-solving.,No evidence provided.,"Let  $A=\{1,2,\ldots,2012\}, \: B=\{1,2,\ldots,19\}$  and  $S$  be the set of all subsets of  $A.$  Find the number of functions  $f : S\to B$  satisfying  $f(A_1\cap A_2)=\min\{f(A_1),f(A_2)\}$  for ..."
Adaptive Reasoning Under Uncertainty,1,0.07057163020465773,The ability to adaptive reasoning under uncertainty in mathematical problem-solving.,No evidence provided.,1.2.2. A process called free convection occurs when the air density increases with altitude. At which values of $\Lambda$ does the free convection occur?
Critical Evaluation and Reframing,1,0.07057163020465773,The ability to critical evaluation and reframing in mathematical problem-solving.,No evidence provided.,"2.1. The change of the parcel temperature $T_{\text {parcel }}$ with altitude is defined by $\frac{d T_{\text {parcel }}}{d z}=-G$. Derive the expression of $G\left(T, T_{\text {parcel }}\right)$."
Knowledge Activation and Domain,1,0.07057163020465773,The ability to knowledge activation and domain in mathematical problem-solving.,No evidence provided.,1.2.2. A process called free convection occurs when the air density increases with altitude. At which values of $\Lambda$ does the free convection occur?
